Country,GDP,Per Capita,DPT Immunization,HepB3 Immunization,Measles Immunization,Hospital beds,Basic sanitation services,Urban population,Rural population,"Population, female (percent of total)",Medical doctors (number),Life expectancy total population
Nicaragua,13093025079.368921,2051.571464441252,98.0,98.0,99.0,0.9314285707485714,72.69012438600001,58.31320000000001,41.6868,50.71953666,7221.75,74.097957741853
Niger,11398589645.480625,525.3925864204308,81.8,81.8,79.8,0.3425,13.432152032,16.3658,83.63419999999999,49.296387182000004,607.8,61.577659117221
Nigeria,422502136877.64923,2217.9370854842864,52.6,52.6,51.0,0.85,40.057303632,49.5082,50.4918,49.527747156,79054.0,53.93119354964498
North America,21361591944126.78,59066.81596319538,94.27396614221729,90.09768005336684,91.41969921497709,2.9103149471369703,99.67096325489774,81.99325512870591,18.00674487129408,50.48011297,,79.05886759563987
North Macedonia,11466690837.02098,5528.152817708072,92.2,92.2,80.8,4.446444444444444,96.58363593,57.778,42.222,50.10053892,5975.0,75.62207741202883
Norway,398992740884.224,75660.0785321579,96.0,96.0,96.0,3.774947368421053,98.054414532,81.8622,18.1378,49.624694984,24890.4,82.626965031266
OECD members,50763141456925.984,37603.47052765278,94.0223211158615,78.60597184104549,92.95270987208751,4.843448917964866,98.19017326366006,80.39380463087178,19.606195369128223,50.770256348,,80.10610404991537
Oman,82852587776.33292,17838.984332855598,99.0,99.0,99.0,1.6528888888888886,99.31954299399999,83.4784,16.5216,35.3518589,9188.8,77.14003819213816
Other small states,401629839404.6616,13303.833680231939,86.93520061274926,86.12504956863772,84.52111810345222,2.9863456167669336,66.38193416352566,61.610636316176524,38.389363683823476,47.319903518000004,,68.17206021488889
Pacific island small states,9997058132.128231,4125.313058614246,88.82288672068914,89.10442435765158,84.86368248889902,2.0075272235554698,71.85467804586202,38.481357935222476,61.518642064777524,49.442663786000004,,69.82128947291557
Pakistan,289480434620.987,1392.158075700442,74.4,74.4,74.8,0.6473333333333334,62.902026386,36.455,63.545,49.130081354000005,207744.0,66.95726762569218
Panama,61223194150.34896,14887.988785882078,83.2,83.2,96.2,2.291428571428571,81.017956326,67.3712,32.6288,49.93069814,6548.6,78.22682022508934
Papua New Guinea,22817213646.99416,2701.18060284163,40.2,40.8,43.0,2.9863456167669336,19.011909548,13.1166,86.88340000000001,48.18307935200001,591.0,63.995335546614555
Paraguay,37886089050.140144,5516.2005864501025,89.8,89.8,87.0,1.0147272753290908,89.68825105799999,61.30800000000001,38.692,49.738340404,9421.0,74.03483441202098
Peru,208750813802.0392,6626.002070414635,86.8,86.8,86.6,1.5290769223446155,76.485633048,77.7244,22.2756,50.441533422,42078.5,76.33482075147474
Philippines,335443828399.7608,3187.078925431376,69.6,69.6,73.8,0.989090909090909,78.051610736,46.699400000000004,53.300599999999996,49.298285938,63141.0,71.05387312120688
Poland,532328692548.1406,14018.260434660038,96.4,93.2,94.4,6.575666666666666,99.595868888,60.1312,39.8688,51.607619546,90150.33333333333,77.927960548244
Portugal,221718547754.7936,21507.99615384778,98.4,98.0,98.4,3.4126315789473685,99.566146818,64.6454,35.3546,52.68268636399999,52702.8,81.37241847771
Post-demographic dividend,47872939768009.88,43296.5670695436,93.16457678924604,75.38462177048284,92.54031594603374,5.663459927548891,99.2063136862194,81.10349454015564,18.89650545984436,50.943080036000005,,80.72933715309355
Pre-demographic dividend,1306968129857.49,1460.747807613624,71.38386928406015,71.19592900047348,68.61287158157609,2.9863456167669336,34.04486270729164,40.68297020416922,59.31702979583076,50.095881234000004,,60.393526846312724
Puerto Rico,103399465200.0,31190.932479934338,85.68526613821957,81.30778500851066,84.85472700613231,2.9863456167669336,100.0,93.5934,6.406600000000002,52.445122348,,79.89737222390734
Qatar,166855496235.6186,61502.26500765281,98.0,98.0,99.0,1.4662222222222223,100.0,99.0722,0.9277999999999998,25.394889757999998,7032.5,79.57725981228847
Romania,213778489464.5348,10924.614716340042,86.8,91.0,87.6,6.836,84.632001524,53.961,46.039,51.578973266000006,51626.5,75.45684727309799
Russian Federation,1511848964183.216,10304.649844887439,97.0,97.0,98.0,8.292736842105265,88.599794038,74.3052,25.694799999999997,53.587683424,590299.0,72.7014728193482
Rwanda,9295777505.354605,774.3883163786365,97.8,97.8,96.6,1.6333333333333335,66.561861632,17.1418,82.8582,51.26552523400001,1500.6,68.29398545928902
Samoa,818554416.8927176,4190.188428004882,66.0,66.0,62.6,1.7679999904600003,96.56198391000001,18.4692,81.5308,48.889935476,67.0,73.06661048941609
Sao Tome and Principe,375370932.58615017,1807.954809346868,95.4,95.4,93.2,3.1,43.395826784,71.92699999999999,28.073,50.076447108,84.0,69.92454346800815
Saudi Arabia,713456071669.3333,21557.19452180904,97.2,97.6,97.0,2.252444444444445,99.91416968,83.6224,16.3776,42.145123544,85865.0,74.86580003739044
Senegal,20846911550.6623,1347.814406551938,90.0,90.0,87.2,0.2,53.956137958,46.748599999999996,53.251400000000004,50.891769982,1669.5,67.30198176499202
Serbia,45336506019.75484,6463.266125048334,95.0,92.6,86.6,5.557538461538462,97.737928312,55.96,44.04,52.038254494,24701.5,75.783544576826
Seychelles,1492584133.512844,15593.50547131034,97.6,98.2,97.8,4.4,100.0,56.260400000000004,43.739599999999996,47.551085136,221.0,73.825592910356
Sierra Leone,3954916169.8925376,528.414538636025,89.6,89.6,84.6,0.4,15.539080128,41.6464,58.35359999999999,49.930422394000004,566.0,53.83384788317225
Singapore,344094710078.9116,61198.20098768348,96.2,96.0,95.0,2.54800000318,100.0,100.0,0.0,47.73840645,13371.4,83.050048061686
Slovak Republic,96843765245.98286,17803.103439616978,96.2,96.2,95.6,5.9126315789473685,97.52862033599999,53.7802,46.2198,51.209331702,,77.29300763845
Slovenia,48922321876.58644,23609.68252655212,94.2,81.30778500851066,93.2,4.530842105263158,98.071590156,54.287400000000005,45.712599999999995,50.158260122,6373.0,81.20960395955001
Small states,484831325342.2406,12143.521539226,87.91779388563472,87.25921537731202,85.51086026384829,2.9863456167669336,70.90563090141816,58.272975637666,41.727024362334,48.033401626,,69.25205104245268
Solomon Islands,1462812796.1430879,2296.272577748976,88.6,88.6,83.0,1.6649999999999998,33.36876032,23.2856,76.7144,48.861754252,120.0,72.675139194925
Somalia,5759597352.33972,393.9898966262516,42.0,42.0,46.0,0.7799999999999999,36.120222814,44.3954,55.604600000000005,49.872596886,,56.71342835674854
South Africa,368904161124.54877,6467.520509407604,77.6,77.6,76.6,2.6450000000000005,75.75993859,65.846,34.153999999999996,51.446600132,44422.5,63.639464186763256
South Asia,3201567429233.0083,1783.255725567884,86.75826512207024,86.75826512207024,87.73350927633554,0.5700305546273958,61.49152537566268,33.57445216314762,66.42554783685237,48.730571264000005,,69.18098910005388
South Asia (IDA & IBRD),3201567429233.0083,1783.255725567884,86.75826512207024,86.75826512207024,87.73350927633554,0.5700305546273958,61.49152537566268,33.57445216314762,66.42554783685236,48.730571264000005,,69.18098910005388
South Sudan,13664045556.64052,1370.0472003423488,47.2,44.2,50.4,2.9863456167669336,13.265688950000001,19.3608,80.6392,50.550221526,411.0,57.39485001292032
Spain,1309967771928.6401,28048.60312383102,96.2,96.2,97.2,3.018105263157895,99.904089962,80.08160000000001,19.9184,50.932808764,186539.0,83.391822021226
Sri Lanka,84477447360.4274,3943.7179694190622,99.0,99.0,99.0,3.499714285714286,92.484736536,18.4024,81.5976,51.708687686,20463.0,76.72339801520147
St. Lucia,1970856718.518518,10887.07904180274,92.2,92.2,93.0,1.8494545480563633,83.20447289799999,18.6234,81.3766,50.313092491999996,,75.93578264544455
St. Martin (French part),2032870320199.6382,12668.853095188026,85.68526613821957,81.30778500851066,84.85472700613231,2.9863456167669336,99.92930963,55.5587341497717,44.44126585022833,52.432772328,,79.88520740755601
St. Vincent and the Grenadines,791669629.6296299,7206.166284795154,98.2,98.2,99.0,3.8849230769230774,85.89319485473683,51.7866,48.2134,48.823440921999996,,72.43223124274843
Sub-Saharan Africa,1694536413197.422,1612.87485177949,72.33812230637534,72.11428100840024,68.79684472905744,2.9863456167669336,31.304167917553862,39.64841021221444,60.35158978778556,50.212762982,,60.84988705320175
Sub-Saharan Africa (IDA & IBRD countries),1694536413197.424,1612.87485177949,72.33812230637534,72.11428100840024,68.79684472905744,2.9863456167669336,31.304167917553876,39.64841021221444,60.35158978778556,50.212762982,,60.84988705320173
Sub-Saharan Africa (excluding high income),1693043829063.9038,1611.601827257894,72.33694583948858,72.1130657242247,68.79549380238902,2.9863456167669336,31.2978883058657,39.64689601381378,60.35310398618621,50.213002188000004,,60.848696756512666
Sudan,38552180332.50608,952.5343526159406,93.4,93.4,88.2,2.223777777777778,36.315970126,34.3926,65.6074,50.009297572,13264.0,64.89244195648125
Suriname,4003217125.2490983,7025.6735078580705,75.0,75.0,73.8,3.126666660306667,87.858562428,66.0584,33.9416,50.039564536,593.0,71.55091002040281
Sweden,530222420652.78876,52766.12792463214,97.6,77.0,97.2,2.380105263157895,99.28232421999999,87.138,12.862,49.821319558,48191.2,82.523895292768
Switzerland,713907090047.9183,84584.8870633213,96.0,69.0,94.6,4.791157894736843,99.898672362,73.7728,26.2272,50.446627596,36183.6,83.567678244386
Syrian Arab Republic,17846052289.17078,1033.797731525449,46.4,46.4,60.8,1.4526666666666666,89.971480258,53.4972,46.5028,49.783097474,22485.0,71.53617428670132
Tajikistan,7773217448.860911,875.5886445890476,96.2,96.4,97.6,5.572000000000001,96.05202854,27.0036,72.9964,49.740886908,,70.70029219979865
Tanzania,53722766658.0206,1009.6133145382057,91.2,91.2,88.8,0.9000000000000001,28.653188256,33.0558,66.9442,50.68117173,,64.39302861543077
Thailand,464378891950.32214,6708.213242692475,98.2,98.2,97.8,2.15,97.779137624,49.196600000000004,50.803399999999996,51.207095736,47680.8,76.78064993799168
Timor-Leste,1698489400.0,1363.77867035998,80.8,80.8,76.4,5.9,53.522519216,30.2154,69.7846,49.001080278,918.5,69.01570973853003
Togo,6188113378.474508,799.9365216502916,82.4,82.4,74.2,0.8,17.299239874,41.168,58.83200000000001,49.780537572,505.8,60.47531481795973
Tonga,463902227.5082094,4530.252358544329,97.8,97.8,98.8,2.650000011925,93.170696336,23.180799999999998,76.8192,50.30318518,,70.73456649113021
Trinidad and Tobago,23323959182.6331,16862.770930502098,94.8,93.6,91.4,2.950933335877333,93.77772915199999,53.229,46.771,50.668806802,5511.75,73.3104607460546
Tunisia,43335934248.7578,3792.5047431081416,92.0,92.0,91.8,2.100444444444445,94.251252998,68.6486,31.3514,50.44063551000001,14684.666666666666,76.34236205912802
Turkey,826496444212.5706,10213.282847207838,97.6,97.6,96.8,2.7327368421052634,97.573236318,74.6324,25.3676,50.0,150004.2,77.0941
Turkmenistan,39178457142.85716,6797.374145547588,98.8,98.8,99.0,4.431333333333333,98.197768106,51.1678,48.8322,50.491822326,,68.00655991120553
Uganda,32123146555.74354,779.9689495504782,92.4,92.4,82.8,0.74,19.389234262,23.203,76.797,50.598348344,9249.666666666666,62.408758044252544
Ukraine,116250303052.98067,2741.747356894008,48.2,48.6,73.6,8.794666666666664,97.63684088400001,69.2572,30.7428,53.68348769000001,,72.056360877241
United Arab Emirates,388043246497.6354,40798.165271270256,98.6,98.6,99.0,1.4355555555555555,98.87391733,86.23960000000001,13.7604,29.497255012,23108.4,77.56014883916086
United Kingdom,2831581561460.776,42895.86587809606,94.0,93.0,92.0,2.536,99.11030336399999,83.14099999999999,16.859,50.680705341999996,,81.234630362926
United States,19714288214000.0,60667.67503145876,94.6,92.0,91.6,2.9275555555555557,99.730362704,82.06120000000001,17.9388,50.493545412,,78.724653122548
Upper middle income,21871160694774.86,8819.466368422978,94.1035378634389,93.2122602250104,94.80640170568738,3.470866188090902,88.51772693252273,65.11179613899196,34.88820386100804,49.801344624,,75.58278213481634
Uruguay,60098222344.45614,17482.42971661732,93.6,93.6,96.0,2.4356666658733337,97.191353956,95.23780000000001,4.7622,51.650642366,15260.5,77.64801940594225
Uzbekistan,69391338988.29373,2151.298211068362,98.2,98.2,98.2,4.817333333333334,99.999999398,50.572199999999995,49.427800000000005,49.978986564,,71.3479995665726
Vanuatu,848210650.8121066,2965.101869510648,84.2,84.2,79.0,3.14999997615,52.959592136000005,25.1708,74.8292,49.659382166,46.0,70.25209856235237
"Venezuela, RB",245228688291.0485,8759.940468001376,72.2,72.2,88.6,0.8595555560844446,95.21458673,88.19,11.809999999999999,50.32619719,,72.42122288182844
Vietnam,225886415574.3898,2384.904182752046,90.2,90.2,97.0,2.594166674616666,84.28253032,35.2158,64.7842,50.644213300000004,,75.30466606104139
Virgin Islands (U.S.),3844600000.0,35856.464077193916,85.68526613821957,81.30778500851066,84.85472700613231,2.9863456167669336,99.365825382,95.5972,4.402800000000006,52.693346826,,79.61038313697
West Bank and Gaza,15783180000.0,3527.86356979418,85.68526613821957,81.30778500851066,84.85472700613231,2.9863456167669336,97.165781428,75.89880000000001,24.1012,50.202433796,,73.7863911525297
World,81289289945109.84,10806.0223087116,85.54589768103793,83.7607529000668,85.3510161073084,2.766196634753941,74.92977090729815,54.82300167112762,45.17699832887238,49.681628378,,72.42967460697929
"Yemen, Rep.",29391709890.631783,1106.4022640151409,69.2,69.2,66.6,0.6928888888888889,52.607592878000005,36.0204,63.97959999999999,49.391026722,,66.08894818919728
Zambia,23540697735.16974,1395.1326891402418,90.6,90.6,93.2,1.9666666666666668,30.604350312,42.9828,57.0172,50.714808506,1770.0,62.94261940783498
Zimbabwe,19099304633.2979,1343.246122616816,89.0,89.0,88.8,2.35,36.944601886,32.267399999999995,67.7326,52.949069513999994,2672.0,60.60915493726263
